role_family,metric,eligible_players,non_null_players,coverage_rate,mean,std,coefficient_of_variation,variance,bootstrap_mean_ci_low,bootstrap_mean_ci_high,split_half_reliability,split_half_players,excluded_from_initial_models,exclusion_reasons
GK,average_x_pressure,12,10,0.8333333333333334,17.63940063,14.44676852124059,0.8190056354109005,208.70912070630803,9.93340410075,26.445731938250002,,0,True,highly_correlated_ge_0_90
GK,backward_pass_proportion,12,12,1.0,0.0011047396743088997,0.0013251331042038641,1.1994980673006403,1.755977743856969e-06,0.00043529775844473303,0.0018040761283895242,,0,False,
GK,ball_recoveries_90,12,12,1.0,3.722262833333333,0.5069130696101585,0.13618411496111665,0.25696086014159336,3.4724543687500002,3.999553482083333,,0,False,
GK,blocks_per_shot,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,box_cross_ratio,12,8,0.6666666666666666,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,carries_90,12,12,1.0,16.299097125000003,4.436100157844419,0.27216845962836844,19.67898461042728,14.26235995,18.943584084375,,0,False,
GK,carry_length,12,12,1.0,5.456473083333333,0.6722163907576986,0.12319613429615689,0.45187487600330695,5.109093105416666,5.819672999375,,0,False,
GK,carry_ratio,12,12,1.0,0.9985020375000001,0.002061945331332115,0.002065038681838558,4.2516185494023054e-06,0.9973611649999999,0.9995714984375,,0,False,
GK,challenge_ratio,12,6,0.5,0.16666666666666666,0.408248290463863,2.4494897427831783,0.16666666666666669,0.0,0.5,,0,False,
GK,change_in_passing_ratio,12,12,1.0,-0.1323386641,0.10221344283526337,0.7723626615879022,0.010447587896237655,-0.18778569003749998,-0.07834847827791666,,0,False,
GK,clcaa,12,12,1.0,0.019685126664166663,0.023914061842905947,1.2148289544124358,0.0005718823538263302,0.008232814311187501,0.03283186454333332,,0,False,
GK,clearance_90,12,12,1.0,0.03143448333333334,0.04628454974692302,1.4724132493643554,0.0021422595452753918,0.009088331156250002,0.05570211160416667,,0,False,
GK,conversion_ratio,12,0,0.0,,,,,,,,0,True,coverage_lt_40pct;near_zero_variance
GK,counterpressure_regains_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,counterpressures_90,12,12,1.0,0.013003513333333334,0.024442749068353153,1.8797034648856297,0.0005974479820184789,0.0,0.0282540495,,0,False,
GK,crosses_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,crossing_ratio,12,0,0.0,,,,,,,,0,True,coverage_lt_40pct;near_zero_variance
GK,da_aggressive_distance,12,12,1.0,17.409326916666668,1.85984776874152,0.10683053846045082,3.4590337228928107,16.458268225,18.488863045833334,0.7766692964030169,4,False,
GK,deep_completions_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,deep_progressions_90,12,12,1.0,0.9204424025,0.5063567153751513,0.5501231951068782,0.25639712320551195,0.655948079375,1.1847419438333335,,0,False,
GK,defensive_action_regains_90,12,12,1.0,5.362633383333333,0.894086461899661,0.16672526312882313,0.799390601352254,4.878921697499999,5.795263483333334,,0,False,
GK,defensive_actions_90,12,12,1.0,0.14008523291666666,0.11311502298817994,0.8074728551543284,0.012795008425616476,0.08440641978124999,0.20646612727083333,,0,True,highly_correlated_ge_0_90
GK,dispossessions_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,dribble_faced_ratio,12,6,0.5,0.47222222333333336,0.4523600659422307,0.9579389609178086,0.20462962925925932,0.1520833339166667,0.8055555566666667,,0,False,
GK,dribble_ratio,12,7,0.5833333333333334,0.9285714285714286,0.18898223650461363,0.20351933162035313,0.03571428571428572,0.7857142857142857,1.0,,0,False,
GK,dribbled_past_90,12,12,1.0,0.026082033333333334,0.034614297549193665,1.3271318653272302,0.0011981495948241148,0.009841151666666667,0.0461292120625,,0,False,
GK,dribbles_90,12,12,1.0,0.04293943583333334,0.04611727590861495,1.0740074948263456,0.002126803137231317,0.020517289166666668,0.06779409833333333,,0,False,
GK,errors_90,12,12,1.0,0.054691462916666655,0.056376258187637994,1.0308054526451131,0.00317828248723922,0.028084717937500003,0.08799123868749999,,0,False,
GK,failed_dribbles_90,12,12,1.0,0.006445053333333333,0.022326319661648966,3.464101615137754,0.0004984645496341332,0.0,0.01933516,,0,True,high_coefficient_of_variation
GK,fhalf_ball_recoveries_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,fhalf_counterpressures_90,12,12,1.0,0.005830148333333333,0.020196226257992687,3.4641016151377544,0.0004078875550640333,0.0,0.017490445,,0,True,high_coefficient_of_variation
GK,fhalf_counterpressures_ratio,12,3,0.25,0.3333333333333333,0.5773502691896258,1.7320508075688776,0.33333333333333337,0.0,1.0,,0,True,coverage_lt_40pct
GK,fhalf_pressures_90,12,12,1.0,0.009195213,0.022382286879962077,2.4341238076771115,0.0005009667659769224,0.0,0.023320593333333334,,0,False,
GK,fhalf_pressures_ratio,12,10,0.8333333333333334,0.08333333400000001,0.1800205759844629,2.1602468945315794,0.03240740777777777,0.0,0.20000000105,,0,True,highly_correlated_ge_0_90
GK,forward_pass_proportion,12,12,1.0,0.4615852129946744,0.1011811996020269,0.21920372826846662,0.010237635152905208,0.4084520108142688,0.5161296457742564,,0,False,
GK,fouls_90,12,12,1.0,0.0314076975,0.04593973988962855,1.4626904722840175,0.0021104597011267286,0.0108687155,0.059825945666666665,,0,False,
GK,fouls_won_90,12,12,1.0,0.4300354847500001,0.2757353729857395,0.6411921405649524,0.07602999591558489,0.28416938131249997,0.5804625330000001,,0,False,
GK,goals_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,goals_faced_90,12,12,1.0,0.7055779158333332,0.29647987408607057,0.42019437886729866,0.08790031573809227,0.5393578178333334,0.8547875929583333,,0,False,
GK,gsaa_90,12,12,1.0,0.05501298708333333,0.1270944159016182,2.3102620424718325,0.016152990553373502,-0.010098382389583339,0.1260166568604167,,0,False,
GK,gsaa_ratio,12,12,1.0,0.030654029893570956,0.062479044169960925,2.0382000143825985,0.0039036309603919283,-0.0015099713957067338,0.0674541699479116,-0.8740695579399232,3,True,split_half_reliability_lt_0_60
GK,interceptions_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,key_passes_90,12,12,1.0,0.033652608,0.05128491476243921,1.523950677535578,0.0026301424821906553,0.010387951833333334,0.060821393,,0,False,
GK,left_foot_ratio,12,12,1.0,0.26452647554112935,0.27887627224960315,1.0542471095912767,0.07777197522383478,0.13291045955465774,0.4221921925164461,,0,False,
GK,long_ball_ratio,12,12,1.0,0.42484430217149294,0.06551279068973004,0.1542042351865769,0.0042919257439563785,0.39208180750044186,0.46309989187626527,-0.46791027833302906,4,True,split_half_reliability_lt_0_60
GK,long_balls_90,12,12,1.0,6.192806133333334,1.4430916268305671,0.23302709559451526,2.082513443428493,5.431913798541666,6.9182913429166675,,0,False,
GK,np_optimal_gk_dlength,12,12,1.0,1.9966659,0.29016999072968186,0.14532726317892336,0.08419862352006365,1.8469150014583333,2.1498343995833333,,0,True,highly_correlated_ge_0_90
GK,np_psxg_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,np_psxg_faced_90,12,12,1.0,0.7605908833333334,0.20375879953471626,0.2678954007990887,0.04151764838782868,0.6424371765208333,0.86333426075,,0,True,highly_correlated_ge_0_90
GK,np_shots_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,np_xg_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,np_xg_faced_90,12,12,1.0,0.8083485091666667,0.18709443697570585,0.23145269008856476,0.03500432834725637,0.7092625567083333,0.8993774133958333,,0,True,highly_correlated_ge_0_90
GK,np_xg_per_shot,12,0,0.0,,,,,,,,0,True,coverage_lt_40pct;near_zero_variance
GK,npg_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance;highly_correlated_ge_0_90
GK,npga_90,12,12,1.0,0.0033960983333333333,0.011764429721666636,3.4641016151377544,0.0001384018066760333,0.0,0.010188295,,0,True,high_coefficient_of_variation
GK,npot_psxg_faced_90,12,12,1.0,0.7605908833333334,0.20375879953471626,0.2678954007990887,0.04151764838782868,0.6424371765208333,0.86333426075,,0,True,highly_correlated_ge_0_90
GK,npxgxa_90,12,12,1.0,0.0024921788999999997,0.0050257011674322664,2.0165892454318857,2.5257672224330043e-05,0.00029688285833333333,0.0052900569,,0,False,
GK,obv_90,12,12,1.0,0.134469592,0.1492561871867828,1.1099623711714899,0.022277409413535943,0.0556216416625,0.21333006006249988,,0,False,
GK,obv_defensive_action_90,12,10,0.8333333333333334,-0.018971028809,0.027967998726761797,1.4742478654343494,0.0007822089527801495,-0.036872315326625,-0.004322055089725001,,0,False,
GK,obv_dribble_carry_90,12,12,1.0,0.057583736833333336,0.017558328484376034,0.3049181843685437,0.00030829489916525075,0.048623247345833336,0.06692107256458334,,0,False,
GK,obv_gk_90,12,12,1.0,0.004973481716666663,0.1392750242436379,28.0035259357469,0.01939753237806593,-0.06781289162000001,0.08098656199374996,,0,True,highly_correlated_ge_0_90;high_coefficient_of_variation
GK,obv_pass_90,12,12,1.0,0.08772157125,0.03224098233869138,0.36753767493296446,0.0010394809421638098,0.07133201942708332,0.10452241729166666,,0,False,
GK,obv_shot_90,12,0,0.0,,,,,,,,0,True,coverage_lt_40pct;near_zero_variance;highly_correlated_ge_0_90
GK,op_assists_90,12,12,1.0,0.0033960983333333333,0.011764429721666636,3.4641016151377544,0.0001384018066760333,0.0,0.010188295,,0,True,highly_correlated_ge_0_90;high_coefficient_of_variation
GK,op_f3_backward_pass_proportion,12,12,1.0,0.007575757575757576,0.026243194054073903,3.464101615137755,0.0006887052341597799,0.0,0.022727272727272724,,0,True,high_coefficient_of_variation
GK,op_f3_forward_pass_proportion,12,12,1.0,0.9223427887901572,0.10917448038739412,0.11836649206158913,0.011919067167857504,0.8586414900888585,0.9741447368421052,,0,False,
GK,op_f3_passes_90,12,12,1.0,0.41144440750000005,0.2258975770415511,0.5490354782414951,0.051029715313243525,0.3010870200833334,0.5328566852708332,,0,False,
GK,op_f3_sideways_pass_proportion,12,12,1.0,0.07008145363408522,0.11130468574209001,1.5882188506426076,0.012388733068145417,0.01910635964912281,0.13586231203007518,,0,False,
GK,op_key_passes_90,12,12,1.0,0.010399786666666667,0.025618774322164358,2.4633942159869004,0.0006563215977699879,0.0,0.023984180000000004,,0,True,highly_correlated_ge_0_90
GK,op_passes_90,12,12,1.0,19.124853,4.859116172246853,0.2540733867207687,23.61100997539091,16.845332343749998,21.998417462499997,,0,False,
GK,op_passes_into_and_touches_inside_box_90,12,12,1.0,0.03214620108333334,0.024878397737430943,0.773914083127213,0.0006189346739818091,0.0190851623,0.04453598791041666,,0,False,
GK,op_passes_into_box_90,12,12,1.0,0.02863065858333334,0.0262722518429897,0.9176265284474968,0.0006902312169014755,0.01434959119375,0.04247345614166666,,0,False,
GK,op_xa_90,12,12,1.0,0.0013131978916666668,0.0042035494987383865,3.201002320680992,1.7669828388343744e-05,0.0,0.003749998558333333,,0,True,high_coefficient_of_variation
GK,op_xgbuildup,12,12,1.0,2.153325605833334,1.5958579238792732,0.7411131505407788,2.546762513208264,1.3995916291666668,3.1086294218749995,,4,False,
GK,op_xgbuildup_90,12,12,1.0,0.10344323208333334,0.06506026993832291,0.6289466079898847,0.004232838724447443,0.07174122912708332,0.14198465150416664,,0,False,
GK,op_xgbuildup_per_possession,12,12,1.0,0.0037009139749999997,0.002187319477572622,0.5910214320970869,4.784366496968569e-06,0.002582564276458333,0.004956285543958333,,4,False,
GK,op_xgchain,12,12,1.0,2.182331625,1.5731689707614345,0.7208661381889814,2.474860610566591,1.4383627060416666,3.118539766458333,,4,True,highly_correlated_ge_0_90
GK,op_xgchain_90,12,12,1.0,0.104630877,0.06382034156558788,0.6099570546999036,0.004073035997548305,0.07355308033541666,0.14369627236458327,,0,False,
GK,op_xgchain_per_possession,12,12,1.0,0.0037424031,0.0021409105949351842,0.5720684110525625,4.5834981755057245e-06,0.002625576331666667,0.0049975885941666645,,4,False,
GK,ot_shots_faced_90,12,12,1.0,2.4676169833333335,0.5850814439347815,0.23710383251797665,0.3423202960368088,2.1603085677083333,2.781541207916666,,0,True,highly_correlated_ge_0_90
GK,ot_shots_faced_ratio,12,12,1.0,0.2763015860128527,0.03182611788826499,0.11518615708121392,0.001012901779837741,0.2568242380055697,0.29247363442625873,,0,True,highly_correlated_ge_0_90
GK,over_under_performance_90,12,12,1.0,0.0009039192666666667,0.007598525558167395,8.40619935692715,5.7737590658123126e-05,-0.0021779630375,0.005199551112708332,,0,True,high_coefficient_of_variation
GK,p_pass_length,12,12,1.0,43.22842756907145,4.5147000699980016,0.10443822095504868,20.382516722039963,41.00701546669006,45.72993745009104,,0,False,
GK,padj_clearances_90,12,12,1.0,0.030723916666666667,0.043428986431259656,1.4135237672473286,0.0018860768624465354,0.009440602666666667,0.05283690340833334,,0,True,highly_correlated_ge_0_90
GK,padj_interceptions_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,padj_pressures_90,12,12,1.0,0.10012003233333333,0.07130242372673758,0.7121694037148109,0.00508403562930723,0.06317121014583334,0.13861234841666664,,0,False,
GK,padj_tackles_90,12,12,1.0,0.0024185353333333335,0.008378052154467729,3.464101615137755,7.019175790298135e-05,0.0,0.007255606,,0,True,high_coefficient_of_variation
GK,padj_tackles_and_interceptions_90,12,12,1.0,0.0024185353333333335,0.008378052154467729,3.464101615137755,7.019175790298135e-05,0.0,0.007255606,,0,True,high_coefficient_of_variation
GK,pass_into_danger_ratio,12,12,1.0,0.2337563016666667,0.06867913751123102,0.29380657129477744,0.0047168239292865784,0.1974369227291667,0.2698223055833333,,0,False,
GK,pass_into_pressure_ratio,12,12,1.0,0.021910708708333337,0.005624059520217542,0.2566808584369767,3.163004548694957e-05,0.019102318771875,0.024738616121874998,,0,False,
GK,pass_length,12,12,1.0,41.45108459453066,6.118935900532657,0.1476182338866962,37.44137655482739,38.26345274591083,44.6640914180677,,0,False,
GK,pass_length_ratio,12,12,1.0,0.77499993,0.032006427254758746,0.04129861954278982,0.0010244113856141637,0.7575847939166667,0.7941848461458333,,0,False,
GK,passes_inside_box_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,passes_into_box_90,12,12,1.0,0.06554155233333334,0.07232482141980268,1.1034957037936906,0.0052308797934063475,0.02950577014166667,0.10537119083541666,,0,True,highly_correlated_ge_0_90
GK,passes_pressed_ratio,12,12,1.0,0.12826396347599903,0.02860483106487571,0.22301533719740615,0.0008182363602500784,0.11259509743172146,0.14301897208871858,,0,False,
GK,passing_ratio,12,12,1.0,0.6802564512360875,0.09102754778185684,0.13381357518396417,0.008286014455178231,0.6339146880967577,0.7277954997890747,0.564688486511968,4,True,split_half_reliability_lt_0_60
GK,penalties_conceded_90,12,12,1.0,0.12868402666666665,0.053465062206120954,0.41547551464652877,0.0028585128767043833,0.09720155928125,0.15744312832291665,,0,False,
GK,penalties_faced_90,12,12,1.0,0.13918478208333332,0.05684189085450902,0.408391564104159,0.0032310005559159157,0.10566601379166668,0.16961175786458335,,0,False,
GK,penalty_conversion_ratio,12,0,0.0,,,,,,,,0,True,coverage_lt_40pct;near_zero_variance
GK,penalty_wins_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,positive_outcome_90,12,12,1.0,1.3049146341666666,0.3794842023761471,0.2908115155122695,0.14400825985306057,1.0793140900625,1.5070985649999997,,0,False,
GK,positive_outcome_score,12,12,1.0,0.11447321325,0.03405362565354906,0.2974811721164738,0.0011596494201520547,0.09627792042708333,0.13206036264791662,,2,False,
GK,pressure_regains_90,12,12,1.0,0.050590168416666664,0.03898375270084348,0.7705796189443103,0.001519732974640521,0.030163340833333337,0.07215995220833332,,0,False,
GK,pressured_change_in_pass_length,12,12,1.0,1.7773425633333337,4.2843378712901385,2.410530169971869,18.355550995370912,-0.4798056064583335,4.021526549583332,,0,False,
GK,pressured_long_balls_90,12,12,1.0,2.3110587333333332,0.6694814660068129,0.28968604577227375,0.44820543332663143,1.9851232647916668,2.660451602708333,,0,True,highly_correlated_ge_0_90
GK,pressured_pass_length_ratio,12,12,1.0,0.7891310091666668,0.03974022083113608,0.05035947183611794,0.001579285151707462,0.7688302268333334,0.8082010043749999,,0,False,
GK,pressured_passing_ratio,12,12,1.0,0.5479177848672476,0.1048542308584871,0.1913685478997396,0.010994409728924907,0.4950976562153446,0.6058097419261318,,0,False,
GK,pressures_90,12,12,1.0,0.10506995041666667,0.07778251944769037,0.7402927206040839,0.00605012033163033,0.06747020197916667,0.14846218295833333,,0,True,highly_correlated_ge_0_90
GK,ps_pass_length,12,12,1.0,34.14511489868164,4.400401779222251,0.12887353849238775,19.363535818582353,32.167865149180095,36.6078464269638,,0,False,
GK,red_cards_90,12,12,1.0,0.013045328333333333,0.030672691429970977,2.3512395124311536,0.0009408139995582151,0.0,0.033305836666666665,,0,False,
GK,s_pass_length,12,12,1.0,32.06190668337039,4.476986017699866,0.13963567612845534,20.043403802680103,29.653842965690203,34.40225751249688,,0,True,highly_correlated_ge_0_90
GK,save_ratio,12,12,1.0,0.7213673753364976,0.09129787946731027,0.1265622518965768,0.008335302795227513,0.673235684293097,0.7711045560607678,-0.2529455527290811,4,True,highly_correlated_ge_0_90;split_half_reliability_lt_0_60
GK,second_yellow_cards_90,12,12,1.0,0.009487970833333333,0.02284545587984043,2.407833696071167,0.0005219148543577357,0.0,0.024806090000000003,,0,False,
GK,shot_on_target_ratio,12,0,0.0,,,,,,,,0,True,coverage_lt_40pct;near_zero_variance;highly_correlated_ge_0_90
GK,shot_touch_ratio,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,4,True,near_zero_variance
GK,shots_faced_90,12,12,1.0,8.898686058333334,1.6332777239807421,0.1835414479479507,2.667596123651713,8.022902559583333,9.662369336041666,,0,True,highly_correlated_ge_0_90
GK,shots_key_passes_90,12,12,1.0,0.033652608,0.05128491476243921,1.523950677535578,0.0026301424821906553,0.010387951833333334,0.060821393,,0,False,
GK,sideways_pass_proportion,12,12,1.0,0.5373100473310167,0.10183193545999672,0.18952174068924837,0.010369743079528936,0.48249927536314535,0.590348069278544,,0,False,
GK,sp_assists_90,12,12,1.0,0.0,0.0,,0.0,0.0,0.0,,0,True,near_zero_variance
GK,sp_key_passes_90,12,12,1.0,0.02325282216666667,0.030867766385824166,1.3274847312974187,0.0009528190016498162,0.007265412500000001,0.04136121427499998,,0,False,
GK,sp_passes_into_box_90,12,12,1.0,0.03691089416666667,0.06970011181678319,1.8883344169897585,0.0048581055872720805,0.0036075900000000004,0.07809861835416664,,0,False,
GK,sp_xa_90,12,12,1.0,0.001178980925,0.002204515759694475,1.8698485386389734,4.859889734741309e-06,0.00022183165833333332,0.0026435918604166635,,0,False,
GK,starting_appearances,12,12,1.0,18.333333333333332,3.9619401430321606,0.21610582598357242,15.696969696969695,16.25,20.5,,0,True,highly_correlated_ge_0_90
GK,tackles_90,12,12,1.0,0.0036075900000000004,0.012497058345754812,3.4641016151377544,0.0001561764672972,0.0,0.01082277,,0,True,high_coefficient_of_variation
GK,tackles_and_interceptions_90,12,12,1.0,0.0036075900000000004,0.012497058345754812,3.4641016151377544,0.0001561764672972,0.0,0.01082277,,0,True,high_coefficient_of_variation
GK,through_balls_90,12,12,1.0,0.0033960983333333333,0.011764429721666636,3.4641016151377544,0.0001384018066760333,0.0,0.010188295,,0,True,high_coefficient_of_variation
GK,total_dribbles_90,12,12,1.0,0.04938448916666666,0.055758543454271975,1.129069964986246,0.003109015168141936,0.021684634145833336,0.07635684185416665,,0,False,
GK,touches_inside_box_90,12,12,1.0,0.0035155425,0.01217819645233542,3.4641016151377544,0.000148308468831675,0.0,0.01239228731249992,,0,True,highly_correlated_ge_0_90;high_coefficient_of_variation
GK,turnovers_90,12,12,1.0,0.027804803916666666,0.03600867038184655,1.2950521244374735,0.001296624342668473,0.008925236666666668,0.04765524733958333,,0,False,
GK,unpressured_long_balls_90,12,12,1.0,12.393969258333334,3.199807829247313,0.2581745817302119,10.2387701441124,10.730203538541666,14.033755267708335,,0,False,
GK,xa_90,12,12,1.0,0.0024921788999999997,0.0050257011674322664,2.0165892454318857,2.5257672224330043e-05,0.00029688285833333333,0.0052900569,,0,True,highly_correlated_ge_0_90
GK,xgbuildup,12,12,1.0,2.6887543,1.7129361721110035,0.6370742659941088,2.9341503297262976,1.8672035002083334,3.6850701170833324,-0.20883850830112657,4,True,highly_correlated_ge_0_90;split_half_reliability_lt_0_60
GK,xgbuildup_90,12,12,1.0,0.13014815275,0.07041919876980715,0.5410695217862564,0.00495886355538161,0.09373648679166667,0.17151351989999997,,0,True,highly_correlated_ge_0_90
GK,xgbuildup_per_possession,12,12,1.0,0.004688897924999999,0.0024771366828503813,0.5282982744501484,6.13620614552299e-06,0.0034501228468749993,0.0061260028495833336,-0.23340103969917908,4,True,highly_correlated_ge_0_90;split_half_reliability_lt_0_60
GK,xgchain,12,12,1.0,2.75867305,1.6940503209690574,0.6140815856989857,2.8698064899753666,1.9287093437500002,3.767901836041666,-0.20883850830112657,4,True,highly_correlated_ge_0_90;split_half_reliability_lt_0_60
GK,xgchain_90,12,12,1.0,0.13307647075,0.06873678026582294,0.5165209137154919,0.004724744961312027,0.09852313426666667,0.17271075818333334,,0,True,highly_correlated_ge_0_90
GK,xgchain_per_possession,12,12,1.0,0.004791412358333334,0.00241262401517228,0.5035308662123787,5.820754638586014e-06,0.003612658465416667,0.006171792394375,-0.23340103969917908,4,True,highly_correlated_ge_0_90;split_half_reliability_lt_0_60
GK,xs_ratio,12,12,1.0,0.6907133454429267,0.051237756928692625,0.07418092797358057,0.0026253077350837893,0.6596727522654623,0.7157745409511795,,0,True,highly_correlated_ge_0_90
GK,yellow_cards_90,12,12,1.0,0.10103618466666665,0.08118109608349357,0.8034853686461146,0.006590370361317415,0.061082506304166666,0.14328550346666666,,0,False,
GK,dominant_role_share,12,12,1.0,1.0,0.0,0.0,0.0,1.0,1.0,,0,True,near_zero_variance
CB,identity_account_id,26,26,1.0,10371.0,0.0,0.0,0.0,10371.0,10371.0,,10,True,near_zero_variance
CB,identity_competition_id,26,26,1.0,1229.0,0.0,0.0,0.0,1229.0,1229.0,,0,True,near_zero_variance
CB,identity_country_id,26,26,1.0,155.53846153846155,17.50252729003619,0.11252861264612783,306.3384615384616,149.84615384615384,162.46153846153845,,0,False,
CB,identity_player_height,26,24,0.9230769230769231,185.25,4.570700640801811,0.024673147858579277,20.891304347826086,183.31145833333332,186.96041666666667,,0,False,
CB,identity_player_id,26,26,1.0,247721.61538461538,161858.61232373814,0.6533891363191485,26198210383.366158,181854.4375,309131.44230769225,1.0,10,False,
CB,identity_player_weight,26,12,0.46153846153846156,76.16666666666667,5.024183937956914,0.06596302763181944,25.242424242424246,73.41666666666667,78.83333333333333,,0,False,
CB,identity_season_id,26,26,1.0,318.0,0.0,0.0,0.0,318.0,318.0,,0,True,near_zero_variance
CB,identity_team_id,26,26,1.0,10785.576923076924,11232.959902618997,1.0414797449160877,126179388.17384617,6955.3375,15141.533653846154,1.0,10,False,
CB,360_minutes,26,26,1.0,0.0,0.0,,0.0,0.0,0.0,,10,True,near_zero_variance
CB,90s_played,26,26,1.0,17.34331180769231,4.124765563252816,0.23783032958119057,17.013690951796317,15.83408585769231,19.058688614423076,,0,False,
CB,aerial_ratio,26,26,1.0,0.6551094338486977,0.08839960525985656,0.1349386845805568,0.00781449021009846,0.6200770794956807,0.6864042363113094,0.7347045623335495,8,False,
CB,aerial_wins_90,26,26,1.0,2.3037260296153845,0.7743578968622046,0.3361328069863787,0.5996301524328567,2.021165583336538,2.5939371068557695,,0,False,
CB,aggressive_actions_90,26,26,1.0,4.154668346153846,1.237155443454578,0.2977747777629147,1.5305535912692934,3.6802914305769234,4.611556567692308,,0,False,
CB,appearances,26,26,1.0,16.846153846153847,3.3309735236691114,0.19772902195296094,11.095384615384617,15.576923076923077,18.26923076923077,,0,True,highly_correlated_ge_0_90
CB,assists_90,26,26,1.0,0.01793457569230769,0.040857089954509096,2.2781185713823766,0.0016693017995508478,0.0050730548509615395,0.03487816485961538,,0,False,
CB,average_minutes,26,26,1.0,92.25348680769231,8.587526522564822,0.09308619998793123,73.74561177575426,88.98212122692308,95.10060876442307,,0,False,
CB,average_x_defensive_action,26,26,1.0,24.965248846153845,3.2558527595836235,0.13041539379989883,10.600577192088297,23.691054847115385,26.127988903846152,,0,False,
CB,average_x_pass,26,26,1.0,35.49743965384616,2.8724383184630575,0.08091959156698864,8.250901893374877,34.574735480769235,36.497661333653845,,0,True,highly_correlated_ge_0_90
